Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"SA2 (EN) by RNTRD Rent (weekly) Ranges by HIND Total Household Income (weekly)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Braidwood"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"$650-$749",0,3,0,0,0,0,0,0,0,0,3,0,0,11,11,19,7,5,15,8,5,0,5,0,0,101,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,7,3,4,0,5,0,0,38,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,
"Not stated",0,0,0,0,0,0,0,0,0,0,6,4,4,5,0,0,0,0,3,0,0,0,0,6,0,43,
"Not applicable",5,21,14,4,21,70,49,57,85,99,110,128,160,347,252,314,224,164,306,262,336,96,168,35,290,3621,
"Total",10,33,14,9,39,91,82,85,126,149,157,191,230,497,338,406,290,190,378,305,369,101,224,46,290,4624,


" Googong"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$100-$124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$200-$224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$250-$274",0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,0,0,3,0,0,28,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,
"$300-$324",0,0,0,0,0,0,0,0,0,0,0,7,8,7,6,6,8,0,0,0,0,0,3,0,0,37,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,4,0,0,0,0,0,0,14,
"$350-$374",0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,0,9,3,6,0,0,0,0,48,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,4,0,0,0,3,0,0,18,
"$400-$424",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,12,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,3,0,0,0,0,0,0,0,0,47,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,5,17,15,17,14,0,12,5,9,0,0,0,0,92,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,5,6,9,4,0,4,0,0,55,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"Not applicable",0,4,0,4,0,8,8,20,12,20,27,51,52,175,171,213,170,126,177,96,97,21,49,18,161,1696,
"Total",0,5,0,6,0,10,16,19,13,23,39,66,77,224,230,260,223,145,221,120,120,25,69,19,161,2091,


" Queanbeyan Surrounds"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$100-$124",0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$200-$224",0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$250-$274",0,0,0,0,0,3,3,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$300-$324",0,0,0,0,0,0,0,0,3,3,4,6,5,6,0,0,0,0,0,4,0,0,3,0,0,40,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$350-$374",0,0,0,0,0,0,0,0,3,3,4,0,0,6,4,6,0,0,0,0,0,0,0,0,0,31,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,17,
"$400-$424",0,0,0,0,0,0,5,0,0,5,4,8,0,3,0,4,0,0,0,0,0,0,0,0,0,33,
"$425-$449",0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,16,
"$450-$474",0,0,0,0,0,0,0,0,0,7,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,35,
"$475-$499",0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,
"$500-$524",0,0,0,0,0,0,0,0,7,4,4,4,3,9,4,0,5,3,5,4,0,0,3,0,0,53,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$550-$649",0,0,0,0,0,0,0,0,0,3,0,5,0,9,7,11,3,10,9,4,4,0,3,0,0,68,
"$650-$749",0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,6,3,0,9,0,4,0,4,0,0,55,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,25,
"$850-$949",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",0,4,5,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,
"Not applicable",11,29,18,21,35,88,79,118,144,212,226,187,206,504,357,428,334,228,458,353,365,143,302,55,670,5570,
"Total",11,42,20,25,37,103,100,128,166,249,262,235,230,592,397,461,359,251,485,368,377,152,332,55,670,6105,


" Bombala"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,
"$75-$99",0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,
"$100-$124",0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$125-$149",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$150-$174",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,21,
"$175-$199",0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
"$200-$224",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
"$225-$249",0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,
"$250-$274",0,0,0,0,0,0,4,4,3,3,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,24,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$300-$324",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$350-$374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$400-$424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,
"Not applicable",7,12,11,16,29,82,48,61,56,59,73,38,47,77,51,44,13,4,24,11,4,5,31,28,386,1216,
"Total",7,12,11,23,32,92,62,72,78,81,86,45,59,92,59,50,24,8,24,16,4,7,38,33,386,1408,


" Cooma"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$75-$99",0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$100-$124",0,0,0,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"$125-$149",0,0,0,0,7,5,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,
"$150-$174",0,0,0,0,5,3,6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
"$175-$199",0,0,0,3,3,13,8,7,5,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,
"$200-$224",0,0,0,0,9,7,12,8,10,4,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,56,
"$225-$249",0,0,0,0,0,0,6,8,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,
"$250-$274",0,4,0,3,4,6,12,13,5,19,6,3,0,4,4,0,0,0,0,0,0,0,0,0,0,96,
"$275-$299",0,0,0,0,0,0,5,10,8,10,9,8,7,3,0,0,0,0,0,5,0,0,0,0,0,58,
"$300-$324",0,4,0,0,8,6,11,14,8,8,10,7,9,8,7,0,0,0,0,0,0,0,0,4,0,102,
"$325-$349",0,0,0,0,0,0,0,4,7,6,8,0,0,9,0,0,0,0,0,0,0,0,4,0,0,38,
"$350-$374",0,0,0,0,0,3,0,4,5,0,3,5,3,12,0,0,0,0,0,0,0,0,3,0,0,47,
"$375-$399",0,0,0,0,0,3,0,0,0,0,3,0,0,6,4,3,3,0,0,0,0,0,0,0,0,33,
"$400-$424",0,0,0,0,0,0,0,0,3,0,6,0,3,5,4,0,0,0,4,0,0,0,6,0,0,44,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,23,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,20,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,14,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Not stated",0,0,0,0,0,4,0,0,4,3,3,11,6,17,0,9,0,5,14,0,0,0,4,9,0,93,
"Not applicable",11,23,16,22,36,165,77,160,134,145,119,103,108,235,123,120,77,32,64,24,25,6,86,70,565,2539,
"Total",13,36,20,36,71,221,149,236,198,217,184,151,145,323,152,161,90,36,88,34,37,12,119,89,564,3396,


" Cooma Surrounds"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$100-$124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$150-$174",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$200-$224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$250-$274",0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$300-$324",0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$350-$374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$400-$424",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Not stated",0,0,0,0,6,3,0,0,0,4,5,3,3,6,0,0,0,0,3,0,3,0,0,3,0,43,
"Not applicable",6,20,5,23,32,76,40,80,77,76,83,63,58,124,91,71,44,17,41,36,24,10,78,27,539,1734,
"Total",9,21,5,23,39,89,50,85,81,87,99,67,69,136,98,88,46,17,51,36,31,10,88,32,539,1887,


" Jindabyne - Berridale"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$100-$124",0,0,0,3,0,3,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$150-$174",0,0,0,0,0,4,6,0,4,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,19,
"$175-$199",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,20,
"$200-$224",0,0,0,0,3,3,4,7,3,3,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,42,
"$225-$249",0,0,0,0,3,0,6,0,0,3,4,4,3,6,3,0,7,0,0,0,0,0,0,0,0,43,
"$250-$274",0,3,0,0,0,0,3,13,8,9,3,5,8,3,9,7,0,4,0,0,0,0,0,0,0,81,
"$275-$299",0,0,0,0,0,0,9,0,6,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,
"$300-$324",0,0,0,0,0,0,6,4,9,9,4,4,3,9,0,0,0,0,0,0,0,0,6,0,0,65,
"$325-$349",0,0,0,0,0,0,0,0,4,0,3,0,7,3,0,0,0,0,0,0,0,0,3,0,0,25,
"$350-$374",0,0,0,0,0,0,0,0,3,8,8,9,4,9,5,3,0,3,3,0,0,0,4,0,0,62,
"$375-$399",0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,26,
"$400-$424",0,0,0,0,4,0,0,4,3,3,4,3,9,18,6,3,0,0,0,0,0,0,5,0,0,70,
"$425-$449",0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,4,3,0,0,0,0,0,0,0,0,23,
"$450-$474",0,0,0,0,0,0,4,0,0,5,3,0,0,8,7,0,3,0,5,5,0,0,0,0,0,39,
"$475-$499",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,
"$500-$524",0,0,0,0,0,0,0,0,0,0,4,4,7,4,5,5,0,0,0,0,0,0,6,0,0,53,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,
"$550-$649",0,0,0,0,0,5,0,6,0,0,4,0,7,8,9,9,5,6,3,0,0,0,3,0,0,60,
"$650-$749",0,0,3,0,0,0,0,0,0,3,0,4,0,6,8,5,0,0,0,5,0,0,0,0,0,39,
"$750-$849",0,0,0,0,0,0,0,3,0,4,4,0,0,10,10,3,0,0,0,0,0,0,0,0,0,36,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,
"$950 and over",0,0,0,0,5,4,4,7,8,8,7,3,10,12,14,18,10,5,26,14,15,10,12,0,0,204,
"Not stated",0,0,0,3,0,6,3,5,9,8,7,5,9,4,3,9,3,0,8,3,4,3,4,3,0,101,
"Not applicable",15,29,15,24,43,110,70,95,119,130,140,116,112,284,176,174,92,59,116,79,74,51,129,83,1750,4086,
"Total",14,35,17,37,64,141,119,149,200,196,225,175,187,423,256,247,128,91,176,124,102,69,197,98,1753,5207,


