RNTRD Rent (weekly) Ranges,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial income stated,All incomes not stated,Not applicable,Total,Suburb
$375-$399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,17, Queanbeyan Surrounds
$400-$424,0,0,0,0,0,0,5,0,0,5,4,8,0,3,0,4,0,0,0,0,0,0,0,0,0,33, Queanbeyan Surrounds
$425-$449,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,16, Queanbeyan Surrounds
$450-$474,0,0,0,0,0,0,0,0,0,7,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,35, Queanbeyan Surrounds
$475-$499,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21, Queanbeyan Surrounds
$500-$524,0,0,0,0,0,0,0,0,7,4,4,4,3,9,4,0,5,3,5,4,0,0,3,0,0,53, Queanbeyan Surrounds
$525-$549,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Queanbeyan Surrounds
$550-$649,0,0,0,0,0,0,0,0,0,3,0,5,0,9,7,11,3,10,9,4,4,0,3,0,0,68, Queanbeyan Surrounds
$650-$749,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,6,3,0,9,0,4,0,4,0,0,55, Queanbeyan Surrounds
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,25, Queanbeyan Surrounds
$850-$949,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Queanbeyan Surrounds
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Queanbeyan Surrounds
Not stated,0,4,5,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27, Queanbeyan Surrounds
Not applicable,11,29,18,21,35,88,79,118,144,212,226,187,206,504,357,428,334,228,458,353,365,143,302,55,670,5570, Queanbeyan Surrounds
Total,11,42,20,25,37,103,100,128,166,249,262,235,230,592,397,461,359,251,485,368,377,152,332,55,670,6105, Queanbeyan Surrounds
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13, Bombala
$75-$99,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10, Bombala
$100-$124,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Bombala
$125-$149,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Bombala
$150-$174,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,21, Bombala
$175-$199,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19, Bombala
$200-$224,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17, Bombala
$225-$249,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19, Bombala
$250-$274,0,0,0,0,0,0,4,4,3,3,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,24, Bombala
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Bombala
$300-$324,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9, Bombala
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6, Bombala
$350-$374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Bombala
$375-$399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$400-$424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$450-$474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$500-$524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$550-$649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bombala
Not stated,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15, Bombala
Not applicable,7,12,11,16,29,82,48,61,56,59,73,38,47,77,51,44,13,4,24,11,4,5,31,28,386,1216, Bombala
Total,7,12,11,23,32,92,62,72,78,81,86,45,59,92,59,50,24,8,24,16,4,7,38,33,386,1408, Bombala
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Cooma
$75-$99,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Cooma
$100-$124,0,0,0,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, Cooma
$125-$149,0,0,0,0,7,5,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20, Cooma
$150-$174,0,0,0,0,5,3,6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36, Cooma
$175-$199,0,0,0,3,3,13,8,7,5,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55, Cooma
$200-$224,0,0,0,0,9,7,12,8,10,4,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,56, Cooma
$225-$249,0,0,0,0,0,0,6,8,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31, Cooma
$250-$274,0,4,0,3,4,6,12,13,5,19,6,3,0,4,4,0,0,0,0,0,0,0,0,0,0,96, Cooma
$275-$299,0,0,0,0,0,0,5,10,8,10,9,8,7,3,0,0,0,0,0,5,0,0,0,0,0,58, Cooma
$300-$324,0,4,0,0,8,6,11,14,8,8,10,7,9,8,7,0,0,0,0,0,0,0,0,4,0,102, Cooma
$325-$349,0,0,0,0,0,0,0,4,7,6,8,0,0,9,0,0,0,0,0,0,0,0,4,0,0,38, Cooma
$350-$374,0,0,0,0,0,3,0,4,5,0,3,5,3,12,0,0,0,0,0,0,0,0,3,0,0,47, Cooma
$375-$399,0,0,0,0,0,3,0,0,0,0,3,0,0,6,4,3,3,0,0,0,0,0,0,0,0,33, Cooma
$400-$424,0,0,0,0,0,0,0,0,3,0,6,0,3,5,4,0,0,0,4,0,0,0,6,0,0,44, Cooma
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Cooma
$450-$474,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,23, Cooma
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Cooma
$500-$524,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,20, Cooma
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0, Cooma
$550-$649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,14, Cooma
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8, Cooma
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4, Cooma
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Cooma
Not stated,0,0,0,0,0,4,0,0,4,3,3,11,6,17,0,9,0,5,14,0,0,0,4,9,0,93, Cooma
Not applicable,11,23,16,22,36,165,77,160,134,145,119,103,108,235,123,120,77,32,64,24,25,6,86,70,565,2539, Cooma
Total,13,36,20,36,71,221,149,236,198,217,184,151,145,323,152,161,90,36,88,34,37,12,119,89,564,3396, Cooma
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4, Cooma Surrounds
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Cooma Surrounds
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$150-$174,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Cooma Surrounds
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$200-$224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Cooma Surrounds
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Cooma Surrounds
$250-$274,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15, Cooma Surrounds
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Cooma Surrounds
$300-$324,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20, Cooma Surrounds
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Cooma Surrounds
$350-$374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Cooma Surrounds
$375-$399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Cooma Surrounds
$400-$424,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Cooma Surrounds
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$450-$474,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4, Cooma Surrounds
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$500-$524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$550-$649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0, Cooma Surrounds
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10, Cooma Surrounds
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3, Cooma Surrounds
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cooma Surrounds
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Cooma Surrounds
Not stated,0,0,0,0,6,3,0,0,0,4,5,3,3,6,0,0,0,0,3,0,3,0,0,3,0,43, Cooma Surrounds
Not applicable,6,20,5,23,32,76,40,80,77,76,83,63,58,124,91,71,44,17,41,36,24,10,78,27,539,1734, Cooma Surrounds
Total,9,21,5,23,39,89,50,85,81,87,99,67,69,136,98,88,46,17,51,36,31,10,88,32,539,1887, Cooma Surrounds
$1-$74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12, Jindabyne - Berridale
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Jindabyne - Berridale
$100-$124,0,0,0,3,0,3,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19, Jindabyne - Berridale
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Jindabyne - Berridale
$150-$174,0,0,0,0,0,4,6,0,4,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,19, Jindabyne - Berridale
$175-$199,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,20, Jindabyne - Berridale
$200-$224,0,0,0,0,3,3,4,7,3,3,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,42, Jindabyne - Berridale
$225-$249,0,0,0,0,3,0,6,0,0,3,4,4,3,6,3,0,7,0,0,0,0,0,0,0,0,43, Jindabyne - Berridale
$250-$274,0,3,0,0,0,0,3,13,8,9,3,5,8,3,9,7,0,4,0,0,0,0,0,0,0,81, Jindabyne - Berridale
$275-$299,0,0,0,0,0,0,9,0,6,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27, Jindabyne - Berridale
$300-$324,0,0,0,0,0,0,6,4,9,9,4,4,3,9,0,0,0,0,0,0,0,0,6,0,0,65, Jindabyne - Berridale
$325-$349,0,0,0,0,0,0,0,0,4,0,3,0,7,3,0,0,0,0,0,0,0,0,3,0,0,25, Jindabyne - Berridale
$350-$374,0,0,0,0,0,0,0,0,3,8,8,9,4,9,5,3,0,3,3,0,0,0,4,0,0,62, Jindabyne - Berridale
$375-$399,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,26, Jindabyne - Berridale
$400-$424,0,0,0,0,4,0,0,4,3,3,4,3,9,18,6,3,0,0,0,0,0,0,5,0,0,70, Jindabyne - Berridale
$425-$449,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,4,3,0,0,0,0,0,0,0,0,23, Jindabyne - Berridale
$450-$474,0,0,0,0,0,0,4,0,0,5,3,0,0,8,7,0,3,0,5,5,0,0,0,0,0,39, Jindabyne - Berridale
$475-$499,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19, Jindabyne - Berridale
$500-$524,0,0,0,0,0,0,0,0,0,0,4,4,7,4,5,5,0,0,0,0,0,0,6,0,0,53, Jindabyne - Berridale
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10, Jindabyne - Berridale
$550-$649,0,0,0,0,0,5,0,6,0,0,4,0,7,8,9,9,5,6,3,0,0,0,3,0,0,60, Jindabyne - Berridale
$650-$749,0,0,3,0,0,0,0,0,0,3,0,4,0,6,8,5,0,0,0,5,0,0,0,0,0,39, Jindabyne - Berridale
$750-$849,0,0,0,0,0,0,0,3,0,4,4,0,0,10,10,3,0,0,0,0,0,0,0,0,0,36, Jindabyne - Berridale
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17, Jindabyne - Berridale
$950 and over,0,0,0,0,5,4,4,7,8,8,7,3,10,12,14,18,10,5,26,14,15,10,12,0,0,204, Jindabyne - Berridale
Not stated,0,0,0,3,0,6,3,5,9,8,7,5,9,4,3,9,3,0,8,3,4,3,4,3,0,101, Jindabyne - Berridale
Not applicable,15,29,15,24,43,110,70,95,119,130,140,116,112,284,176,174,92,59,116,79,74,51,129,83,1750,4086, Jindabyne - Berridale
Total,14,35,17,37,64,141,119,149,200,196,225,175,187,423,256,247,128,91,176,124,102,69,197,98,1753,5207, Jindabyne - Berridale
$1-$74,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Batemans Bay
$75-$99,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Batemans Bay
$100-$124,0,4,0,3,6,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42, Batemans Bay
$125-$149,0,0,0,3,8,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24, Batemans Bay
$150-$174,0,0,0,0,0,6,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30, Batemans Bay
$175-$199,0,0,0,0,3,8,12,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43, Batemans Bay
$200-$224,0,0,0,0,0,10,8,10,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51, Batemans Bay
$225-$249,0,0,0,0,0,3,8,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32, Batemans Bay
$250-$274,0,0,0,3,7,11,12,10,8,11,0,7,8,3,4,0,0,0,0,0,0,0,0,0,0,92, Batemans Bay
$275-$299,0,0,0,0,0,5,10,10,8,9,8,7,7,6,0,0,0,0,0,0,0,0,3,4,0,64, Batemans Bay
$300-$324,0,0,0,3,7,12,12,13,10,18,11,4,5,12,4,0,0,0,3,0,0,0,3,3,0,106, Batemans Bay
$325-$349,0,0,0,0,3,0,6,4,5,0,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,43, Batemans Bay
$350-$374,0,0,0,3,3,3,5,14,17,14,19,9,5,12,3,5,0,0,0,0,0,0,8,0,0,110, Batemans Bay
$375-$399,0,0,0,0,0,0,3,4,10,11,11,5,7,7,4,3,0,0,0,0,0,0,5,0,0,60, Batemans Bay
$400-$424,0,0,0,0,0,0,0,3,12,7,5,14,16,13,5,9,0,0,6,0,0,0,9,0,0,103, Batemans Bay
$425-$449,0,0,0,0,0,4,0,0,4,6,10,6,0,8,3,8,0,0,0,0,0,0,0,0,0,48, Batemans Bay
$450-$474,0,4,0,0,0,0,0,4,0,0,9,4,6,15,8,3,0,0,6,0,0,0,0,0,0,62, Batemans Bay
$475-$499,0,0,0,0,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,3,0,0,27, Batemans Bay
$500-$524,0,0,0,0,0,0,0,0,0,0,3,10,0,6,4,0,0,0,0,0,0,0,3,0,0,38, Batemans Bay
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Batemans Bay
$550-$649,0,0,0,0,0,0,0,0,3,0,0,6,4,3,5,4,0,0,0,0,0,0,0,0,0,31, Batemans Bay
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Batemans Bay
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Batemans Bay
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Batemans Bay
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Batemans Bay
Not stated,0,0,0,0,4,3,5,4,4,4,0,4,5,3,0,0,5,0,0,0,0,4,6,4,0,62, Batemans Bay
Not applicable,17,29,24,49,68,231,141,274,192,245,239,136,111,231,117,91,43,26,26,26,11,10,90,71,1287,3778, Batemans Bay
Total,20,43,28,75,110,317,233,375,293,336,361,204,179,332,160,124,49,27,46,31,15,13,133,93,1288,4877, Batemans Bay
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Batemans Bay - South
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Batemans Bay - South
$100-$124,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, Batemans Bay - South
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Batemans Bay - South
$150-$174,0,0,3,0,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19, Batemans Bay - South
$175-$199,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16, Batemans Bay - South
$200-$224,3,0,0,0,0,4,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34, Batemans Bay - South
$225-$249,0,0,0,0,0,3,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28, Batemans Bay - South
$250-$274,0,0,0,0,7,6,17,7,12,3,9,3,0,0,3,0,0,0,0,0,0,0,0,8,0,88, Batemans Bay - South
$275-$299,0,0,0,0,0,11,4,10,4,7,3,4,3,0,0,0,0,0,0,0,0,0,0,3,0,54, Batemans Bay - South
$300-$324,0,0,0,0,3,14,11,9,16,8,11,0,3,6,3,0,0,0,0,0,0,0,4,5,0,98, Batemans Bay - South
$325-$349,0,0,0,0,0,0,0,3,7,8,7,5,5,3,0,4,0,0,0,0,0,0,0,6,0,47, Batemans Bay - South
$350-$374,0,0,0,5,4,10,8,15,20,11,10,0,10,11,11,3,0,0,0,0,0,0,9,0,0,117, Batemans Bay - South
$375-$399,0,0,0,0,0,0,0,3,4,7,11,5,3,10,0,5,0,0,0,0,0,0,6,0,0,67, Batemans Bay - South
$400-$424,0,0,0,0,0,4,13,6,5,13,13,13,13,13,3,4,4,0,3,0,0,0,12,0,0,119, Batemans Bay - South
$425-$449,0,0,0,0,0,0,4,0,0,0,0,5,8,8,4,0,0,0,0,0,0,0,0,0,0,40, Batemans Bay - South
$450-$474,0,0,0,0,0,0,0,0,3,0,14,0,3,14,3,4,0,0,0,0,0,0,0,0,0,56, Batemans Bay - South
$475-$499,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,0,0,0,0,0,0,3,0,0,25, Batemans Bay - South
$500-$524,0,0,0,6,0,0,0,0,0,5,3,5,0,9,0,0,0,0,3,0,0,0,4,0,0,42, Batemans Bay - South
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Batemans Bay - South
$550-$649,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,6,5,0,0,0,0,0,3,0,0,30, Batemans Bay - South
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Batemans Bay - South
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Batemans Bay - South
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Batemans Bay - South
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Batemans Bay - South
Not stated,0,4,0,0,0,4,0,0,0,5,3,0,5,5,0,0,0,0,3,0,0,0,0,9,0,51, Batemans Bay - South
Not applicable,6,40,26,36,78,232,129,262,238,284,283,153,147,244,148,114,65,28,81,40,26,15,129,96,1979,4880, Batemans Bay - South
Total,16,49,32,47,105,309,213,341,328,365,372,208,214,358,188,148,78,31,91,45,27,17,176,121,1979,5870, Batemans Bay - South
$1-$74,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13, Bega - Tathra
$75-$99,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Bega - Tathra
$100-$124,0,0,3,10,9,23,12,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,72, Bega - Tathra
$125-$149,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17, Bega - Tathra
$150-$174,0,0,0,0,4,6,5,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,33, Bega - Tathra
$175-$199,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20, Bega - Tathra
$200-$224,0,0,0,0,10,9,11,4,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,69, Bega - Tathra
$225-$249,0,0,0,0,3,6,3,4,5,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,42, Bega - Tathra
$250-$274,0,0,0,5,0,3,12,6,9,11,7,0,4,0,0,0,0,0,0,0,0,0,4,4,0,71, Bega - Tathra
$275-$299,0,0,0,0,0,6,8,11,3,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37, Bega - Tathra
$300-$324,0,0,0,0,0,3,3,11,13,11,12,8,5,0,3,4,0,0,0,0,0,0,3,3,0,98, Bega - Tathra
$325-$349,0,0,0,0,4,3,3,3,9,3,11,10,9,7,0,8,0,0,0,0,0,0,0,0,0,57, Bega - Tathra
$350-$374,0,0,0,0,4,4,12,4,14,15,19,11,8,21,8,3,0,0,0,5,0,0,6,0,0,141, Bega - Tathra
$375-$399,0,0,0,0,0,4,0,7,3,7,9,9,4,7,7,0,4,0,0,0,0,0,4,0,0,60, Bega - Tathra
$400-$424,0,0,0,0,0,0,0,5,6,4,10,8,13,9,13,4,5,0,5,0,0,0,5,0,0,81, Bega - Tathra
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,17, Bega - Tathra
$450-$474,0,0,0,0,0,0,0,0,0,0,0,4,4,11,5,0,0,0,0,0,0,0,4,0,0,38, Bega - Tathra
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8, Bega - Tathra
$500-$524,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14, Bega - Tathra
